Horizon,Model,Avg_Node_SMAPE,Median_Node_SMAPE,Std_Node_SMAPE,Avg_Node_RMSE,Median_Node_RMSE,Std_Node_RMSE
1,DCRNN,26.688458198559683,21.974047301874457,16.520933193441458,0.9210053476229889,0.7328189222926916,0.7743446038423961
1,GraphWaveNet,27.42725039417374,23.100142378707186,16.675706681121273,0.9458271562789909,0.7502372223310911,0.7933457035679097
1,GConvLSTM,27.553550278870265,23.08684901148263,16.506140828920977,0.9436062711748324,0.7373506773803234,0.8169098065030556
1,STGCN,28.25534356857899,23.67769881631505,16.92357398382487,0.9596058295696015,0.7520718172084166,0.8111575542472705
1,AGCRN,28.389878755479348,23.68562122272914,17.28233767796343,0.9548469704903645,0.7526501177032234,0.7894960315340145
1,STConv,30.295821448498263,26.1595357031612,17.045516510322905,1.02236895862185,0.8104990884933806,0.8411362193704345
1,MTGNN,30.418852089887476,26.179379899281802,17.6580790920972,1.035373991460575,0.8278094369341785,0.8257523701735083
1,A3TGCN,38.45801445175226,33.47558572796066,20.710058503431423,1.2332679099927146,1.0035497601708825,0.9702860171538935
6,DCRNN,30.430696014935993,25.205545146224313,20.32757746195078,1.004190463486621,0.7242961906287262,0.9588673224433147
6,GraphWaveNet,30.750207343188613,25.39095523844403,20.428131863306522,1.0163133954217025,0.7442427272463253,0.9881681160928447
6,AGCRN,31.701350113769674,26.38477736588093,20.625774220873407,1.0383033966372852,0.7702032009737838,0.9974732387402737
6,GConvLSTM,31.71123980287533,26.303136813997757,20.352240394378335,1.0389711506756831,0.7578029645187757,1.0187888980628157
6,STGCN,33.099494879940494,27.985828956963637,20.696807676777834,1.090598484851432,0.8073002554564878,1.0584353863089975
6,MTGNN,33.68753664224784,27.969734348943128,21.96899467136653,1.0794494989398427,0.8204978928704507,0.9886240271894503
6,STConv,37.152935167819585,32.610426404402894,21.307876031481356,1.2157247767407457,0.8577110527906141,1.2073710953613586
6,A3TGCN,46.1217789319172,41.65909719425481,24.75379564643603,1.438860102464036,1.0427980944378992,1.3548033221267557
12,AGCRN,38.864034520269016,29.050689242211103,37.18044044738302,1.0590748633491758,0.6891369255429063,1.2291681522049227
12,STGCN,39.123019384164046,29.187612406375287,37.13086133020351,1.0760986681010756,0.6731382434796633,1.3058636618959694
12,STConv,40.576763467599534,31.1325145688345,37.06296755281348,1.1049689096125594,0.7400444215554476,1.2278088105836473
12,GraphWaveNet,40.80514081297906,31.647467211423347,36.52925173853117,1.1261730419430123,0.6981138912437383,1.3565200453804482
12,DCRNN,41.09951182155121,32.73079322996955,36.78352209805285,1.1092806029132383,0.7124659410276466,1.3058697595156799
12,GConvLSTM,46.357470402553595,37.56704637153939,38.82225739652459,1.2845284039510514,0.8767520210632611,1.468156826305436
12,A3TGCN,48.91836480463634,39.75972217805804,39.18369193564631,1.3565749272009509,0.95930995694963,1.488718984506844
12,MTGNN,50.587175287179996,44.07387074121651,37.69868072427145,1.3512510891432572,0.9068362695861505,1.525942972615182
